osm_type,osm_id,name,brand,lat,lon
node,4699018282,Opet Kartal,Opet,40.912108,29.191968
node,4699018284,Opet Esenyurt Güzelyurt,Opet,41.006514,28.6676766
node,4699018420,Opet Sultangazi,Opet,41.131936,28.826931
node,4699018428,Petrol Ofisi,Petrol Ofisi,40.9067741,29.2527557
node,4699018475,Mehmetçik Petrol,,41.032443,28.883817
node,4699018488,Opet Maltepe,Opet,40.9426842,29.1438714
node,4699018911,Opet Silivri,Opet,41.083953,28.036584
node,4699018931,Opet Silivri Büyükçavuşlu Rüya Petrol,Opet,41.2493765,28.0378966
node,4699018940,Opet İkitelli,Opet,41.060352,28.78946
node,4699018970,Opet Çekmeköy,Opet,41.109934,29.310702
node,4699019343,Opet Bağcılar Göztepe,Opet,41.0601373,28.8410873
node,4699019354,Opet,Opet,41.048424,28.984989
node,4699019360,Opet Ümraniye,Opet,41.0079553,29.2016636
node,4699019379,Opet Ataşehir,Opet,40.982402,29.106104
node,4699019380,Opet Arnavutköy,Opet,41.183317,28.597697
node,4699019947,Opet Pendik,Opet,40.9015949,29.2470027
node,4699019952,Opet Esenyurt,Opet,41.05038,28.62848
node,4699019968,Opet,Opet,40.895696,29.2490574
node,4699019969,Opet Tuzla,Opet,40.866335,29.3348073
node,4699020193,Opet Beykoz,Opet,41.094793,29.090877
node,4699020197,Opet Tuzla,,40.871794,29.371641
node,4699020285,Opet Tuzla,Opet,40.8374032,29.2960611
node,4699022949,Opet Sultanbeyli,Opet,40.9681282,29.2531294
node,4699022950,Opet Kartal,Opet,40.9104,29.211534
node,4699022951,Opet Ümraniye,Opet,40.98387,29.165959
node,4699022952,Opet Pendik,Opet,40.859498,29.2815455
node,4699022953,Opet Ataşehir,Opet,40.987731,29.143805
node,4699022955,Opet Bağcılar,Opet,41.050131,28.812081
node,4699022956,Opet Topkapı,Opet,41.019717,28.9088162
node,4699022960,Opet Islah Petrol,Opet,41.205103,28.728262
node,4699022962,Opet,Opet,41.031458,29.079681
node,4699022963,Opet Esenkent,Opet,41.0554191,28.6719297
node,4699022965,Opet Tuzla,Opet,40.883978,29.349287
node,4699022966,Shell Sabiha Gökçen,Shell,40.9266858,29.3175598
node,4699022970,Opet Ümraniye,Opet,41.008467,29.2159064
node,4699022971,Opet Büyükçekmece,Opet,41.064034,28.621961
node,4699022975,Opet Pendik,Opet,40.891373,29.233194
node,4699022981,Shell,Shell,41.028799,28.790782
node,4699023892,Opet Sancaktepe,Opet,41.007237,29.244293
node,4699023902,Opet Şile,Opet,41.156979,29.628344
node,4699023905,Opet Sancaktepe,Opet,40.9776,29.2206066
node,4699023914,Opet Sultanbeyli,Opet,40.990082,29.263793
node,4699023919,Opet Esenyurt,Opet,41.0179351,28.6462917
node,4699023920,Opet Büyükçekmece Kamiloba,Opet,41.0353809,28.4457793
node,4699023925,Opet,Opet,40.8865592,29.2418964
node,4699023930,Opet Üsküdar,Opet,41.009864,29.012243
node,4699023934,Opet Pendik,Opet,40.885945,29.286563
node,4699023938,Opet Bağcılar,Opet,41.0275113,28.8574214
node,4718176989,Petrol Ofisi - Bulut Petrol,Petrol Ofisi,40.9240928,29.151085
node,4718388547,Opet,Opet,40.9377236,29.138014
node,4718388548,Shell,Shell,40.9388796,29.1361722
node,4718388549,Total,TotalEnergies,40.9397682,29.1332185
node,4718485057,,,40.9202486,29.1476072
node,4718488092,Shell,Shell,40.9111444,29.1953199
node,4718488093,,,40.9089065,29.2027174
node,4718488098,Shell,Shell,40.902499,29.2174843
node,4718488104,Total,TotalEnergies,40.8943224,29.2284918
node,4718712547,Opet,Opet,40.904372,29.2786929
node,4718712560,Total,TotalEnergies,40.9079618,29.2933732
node,4718712575,Petrol Ofisi,Petrol Ofisi,40.914902,29.303618
node,4719094364,,,41.1327928,28.4703103
node,4720232022,Shell,Shell,40.8940497,29.1988693
node,4720232036,,,40.856096,29.2912778
node,4720232050,,,40.824074,29.3519893
node,4720232051,,,40.8171858,29.3625531
node,4724575294,TotalEnergies,TotalEnergies,41.0521545,29.2397197
node,4730251788,Shell,Shell,41.0657131,29.0022542
node,4771613236,Opet,Opet,41.223032,28.4551489
node,4779866887,Opet,Opet,40.9264845,29.3156064
node,4779867627,,,40.9650131,29.2720354
node,4779867647,Petrol Ofisi,Petrol Ofisi,40.9748828,29.2406807
node,4779890036,Shell,Shell,40.899134,29.2686629
node,4807075794,Aygaz,Aygaz,40.9816359,28.8908742
node,4826423021,,,40.9144783,29.140873
node,4835446168,,,40.9086602,29.358626
node,4838961896,Class,,41.0071529,29.1882859
node,4845792383,BP,BP,41.0414243,28.9796462
node,4845792420,Shell,Shell,41.0405187,28.9673371
node,4845792521,Petro Ofisi,,41.0416582,28.9664429
node,4845792522,Shell,Shell,41.0381426,28.9680383
node,4845792523,,,41.0384552,28.9734829
node,4845792524,,,41.0388062,28.9726479
node,4845792525,Total Milangaz,TotalEnergies,41.0398116,28.9775232
node,4846902293,Total,TotalEnergies,41.0118047,28.8178457
node,4846902294,,,41.0154366,28.8243738
node,4846902295,BP,BP,41.0138923,28.8259069
node,4846902318,,,41.0334125,28.8513955
node,4846915123,,,41.0367739,28.852891
node,4846915132,,,41.0420795,28.8510572
node,4846948582,Opet,Opet,41.0127401,28.9006253
node,4855516912,Alpet,Alpet,40.9936173,28.7095758
node,4855518349,Shell,Shell,41.019443,28.6768201
node,4901564418,Shell,Shell,41.0548455,28.8759011
node,4908865216,Opet,Opet,41.002535,28.7874784
node,4908865534,Petrol Ofisi,Petrol Ofisi,41.0345575,28.8333113
node,4908865535,,,41.0399047,28.833644
node,4908865540,,,41.045908,28.8298889
node,4908865541,BP,BP,41.0567651,28.830478
node,4908865542,Kadoil,Kadoil,41.058061,28.830917
node,4908865547,Opet,Opet,41.0588357,28.8311038
node,4908865548,Shell,Shell,41.059952,28.8314074
node,4908865549,Aytemiz,Aytemiz,41.0599766,28.8321172
node,4908893564,BP,BP,40.9950934,28.8950522
node,4924075282,,,41.1859346,28.7392703
node,4926375965,Petrol Ofisi,Petrol Ofisi,41.0679112,28.8110015
node,4952623932,Petrol Ofisi,Petrol Ofisi,41.0612495,29.0012598
node,4956703288,,,41.027129,28.8568809
node,4963093911,Türkiye Petrolleri,Türkiye Petrolleri,41.0569121,28.951107
node,4963094240,Petrol Ofisi,Petrol Ofisi,41.0852259,28.9781424
node,4965256366,Petrol Ofisi,Petrol Ofisi,41.0099945,28.7944248
node,4965256582,,,41.0293707,28.795751
node,4978760118,Petrol Ofisi,Petrol Ofisi,40.9916607,28.8380623
node,4979178070,Opet,Opet,40.9853444,28.785827
node,4986401524,Total,TotalEnergies,41.0313261,28.8229913
node,4992027984,,,41.033828,28.6801411
node,4992280808,Aytemiz,Aytemiz,41.0598337,28.6251746
node,4992280809,,,41.0408294,28.6259466
node,4992280814,Shell,Shell,41.0370171,28.6247136
node,4992280815,,,41.0270519,28.6266991
node,5008916861,BP Veliefendi,BP,40.9881116,28.8842153
node,5022546237,,,40.903528,29.3945702
node,5022629078,Aytepe petrol,,40.899745,29.3511643
node,5022629117,Shell,Shell,40.8986284,29.2596818
node,5022629118,Türkiye Petrolleri,Türkiye Petrolleri,40.8975594,29.2541411
node,5022629333,TotalEnergies,TotalEnergies,40.8903882,29.2360378
node,5022636557,,,40.896725,29.2226562
node,5022636564,,,40.9134792,29.1515461
node,5022636573,,,40.9164725,29.1466453
node,5022817283,Shell,Shell,40.8751897,29.2543039
node,5031730251,Petrol Ofisi,Petrol Ofisi,41.0437708,29.2791974
node,5038130206,,,41.0133611,28.7874587
node,5038131041,Shell,Shell,40.9920052,28.8332033
node,5042266233,Total,TotalEnergies,41.0321189,28.8002098
node,5048210016,Aytemiz Esenyurt Tabela,Aytemiz,41.0216485,28.6875944
node,5048210226,,,41.0134315,28.695405
node,5050081268,Shell,Shell,40.9234235,29.151039
node,5052683541,Petrol Ofisi,Petrol Ofisi,40.9504382,29.1627223
node,5052765899,,,40.9667645,29.2156254
node,5052765904,,,40.9664324,29.2164926
node,5052766527,,,40.9695598,29.2201602
node,5052766554,,,40.9806034,29.2202745
node,5052766565,Opet,Opet,40.986969,29.2261047
node,5052833560,,,40.9927015,29.2231235
node,5053328286,,,41.0038954,29.2168851
node,5053408890,BP,BP,41.0097306,29.210874
node,5053408891,Petrol Ofisi,Petrol Ofisi,41.0103626,29.2103946
node,5053408898,,,41.0125502,29.2073884
node,5053409386,,,41.0136153,29.1912113
node,5053409725,Petrol Ofisi,Petrol Ofisi,41.0165644,29.1777204
node,5053458360,BP,BP,41.0181927,29.171658
node,5056240692,Shell,Shell,40.9293369,29.1295388
node,5057611913,Petrol Ofisi Benzin İstasyonu,,41.0274482,28.8475262
node,5057611914,,,41.0285322,28.846468
node,5057611934,,,41.0417944,28.8497953
node,5057636755,,,41.0540287,28.8335832
node,5057636838,,,41.0131146,28.8468078
node,5057669024,Shell,Shell,41.0098412,28.8310577
node,5057698664,Milangaz,,41.0080791,28.7949318
node,5057699129,Shell,Shell,41.0443621,28.7820226
node,5075961008,BP,BP,41.0164313,28.9492848
node,5084178833,Shell,Shell,41.1674095,29.5420488
node,5098722412,Shell,Shell,41.0614084,29.0110721
node,5105359497,,,41.0283367,28.878253
node,5107277905,,,41.0165067,29.0302075
node,5107315776,Aytemiz,Aytemiz,41.0047684,29.0353401
node,5107401717,Petrol Ofisi,Petrol Ofisi,40.98367,28.6439262
node,5107498125,Alpet,Alpet,40.9893865,28.6188569
node,5108169540,,,41.0306299,28.6625701
node,5108170071,,,41.0316929,28.6575073
node,5108791878,Petrol Ofisi,Petrol Ofisi,40.9887409,28.6676454
node,5110198325,,,41.0478767,28.9685879
node,5112306755,,,41.0423654,28.676434
node,5113465273,BP,BP,41.0177752,28.9509568
node,5113486747,Total,TotalEnergies,41.0286169,28.9369637
node,5113592145,BP,BP,41.0070444,28.9368651
node,5113615724,Aytemiz,Aytemiz,41.0297906,28.939052
node,5115935420,Opet,Opet,41.0072114,28.9284307
node,5128217778,,,41.0502394,28.859229
node,5128217779,,,41.0522075,28.8581586
node,5128217780,,,41.0540279,28.8544678
node,5132939928,,,41.0568105,28.7280349
node,5147134748,Alpet,Alpet,41.1366543,28.8170534
node,5149577694,Petrol Ofisi,Petrol Ofisi,40.9717653,29.2485139
node,5151220720,,,40.967791,29.2699856
node,5151430409,Total,TotalEnergies,40.9697013,29.2659915
node,5158327351,,,40.9406294,29.2852556
node,5208250439,Shell,Shell,40.9605351,29.2916233
node,5229773921,,,40.8792929,29.2204988
node,5244129822,Lukoil,Lukoil,40.9902534,29.1758465
node,5244796137,Opet Tahtakale,Opet,41.0151886,28.968297
node,5244801830,Kumkapi TotalEnergies,TotalEnergies,41.0017886,28.9725372
node,5253548270,Shell benzinci,Shell,40.9939415,28.8945802
node,5254108623,Shell,Shell,41.176591,28.8902738
node,5272471198,Shell,Shell,40.9573939,29.0976751
node,5281796616,Class Petrol,,40.8843453,29.2359312
node,5282028235,,,40.9382947,29.1408662
node,5283303556,Petrol Ofisi,Petrol Ofisi,40.981511,29.0686312
node,5283668028,,,41.027751,28.9084234
node,5290533598,Shell,Shell,41.007132,29.1903445
node,5291682316,Petrol Ofisi Arasena,Petrol Ofisi,40.8908871,29.2632647
node,5292281495,Total,TotalEnergies,40.890674,29.2342555
node,5295378910,,,40.9168959,29.195766
node,5316011367,BP,BP,40.8875592,29.1917101
node,5316391220,Uspet,,40.9905592,29.0767874
node,5316393025,Petrol Ofisi,Petrol Ofisi,40.9899507,29.0820974
node,5316393026,,,40.9980508,29.0915291
node,5329319844,Petrol Ofisi,Petrol Ofisi,40.9424888,29.3020362
node,5329320553,P MAX,,40.9727059,29.2622919
node,5329338009,Aytemiz,Aytemiz,40.9643618,29.2742466
node,5336994052,,,41.0751507,28.9696221
node,5336994069,,,41.0811679,28.9865705
node,5344919571,Lukoil,Lukoil,40.9422553,29.30125
node,5362917722,Opet Gültepe,Opet,41.0231146,29.1079509
node,5362917723,Opet imes 1,Opet,41.0020489,29.1636539
node,5370265112,Shell,Shell,41.0080712,28.8970539
node,5375211991,,,41.0245829,28.8064335
node,5375237948,Shell,Shell,41.044584,28.8207294
node,5375237950,Aytemiz,Aytemiz,41.0448318,28.8169805
node,5385351123,imes petrol 089,,41.0018496,29.1643045
node,5385351124,Opet,Opet,40.971905,29.2491636
node,5385354921,Opet,Opet,40.9458545,29.1274403
node,5393139681,Opet,Opet,41.0642078,28.9822451
node,5393139853,,,41.0855779,28.9685793
node,5411633625,,,41.1732022,29.054004
node,5418808042,Moil,Moil,40.9909695,28.8708226
node,5418842117,Total,TotalEnergies,41.0173023,28.8904511
node,5437546261,,,41.0154297,29.2437366
node,5437546316,Shell,Shell,41.0269115,29.2397661
node,5437672597,Petrol Ofisi,Petrol Ofisi,41.0396942,29.2345379
node,5455133252,Total,TotalEnergies,41.1528607,28.7875335
node,5462596529,BP,BP,41.0449926,28.8230339
node,5462640316,BP,BP,41.0079027,29.1808357
node,5479470554,Petrol Ofisi,Petrol Ofisi,41.0227995,29.1096406
node,5479470622,TotalEnergies,TotalEnergies,41.0221955,29.1126822
node,5482975722,PO,,41.0437082,28.9479541
node,5542883356,Onex,,40.9643673,29.281366
node,5542883408,Opet,Opet,40.9711613,29.2575172
node,5542883570,Total,TotalEnergies,40.9694406,29.2571926
node,5542883589,Bulvar girişi,,40.9419343,29.30161
node,5542883633,Akşamsettin,,40.948057,29.2996747
node,5542883700,Shell,Shell,40.9825628,29.2667627
node,5542886345,total Emkar petrol sanayi karsì,TotalEnergies,40.951119,29.2976145
node,5542889147,TP - Türkiye Petrolleri,Türkiye Petrolleri,40.9638346,29.2844653
node,5610931982,,,41.1721549,28.5026895
node,5613678003,,,41.1510071,28.4527997
node,5613729478,,,41.2512907,28.4924105
node,5616649534,BP,BP,40.9814332,29.0811831
node,5636543103,,,41.0910958,28.3282396
node,5636543105,,,41.0948838,28.3719064
node,5636543106,,,41.096003,28.3741293
node,5667618755,Starpet,,41.020533,28.9066419
node,5667661771,bp taşıtmatık,BP,40.9821539,28.8937035
node,5667673366,Petrol Ofisi Bağcılar 100. Yıl,Petrol Ofisi,41.0562669,28.8526468
node,5667687574,Shell,Shell,41.0285248,28.8464788
node,5667689774,Opet,Opet,41.032617,28.8341154
node,5667747971,Total Bağcılar-2,TotalEnergies,41.0283367,28.856824
node,5686793717,,,41.0795924,29.1425113
node,5686793935,,,41.1216431,29.1462166
node,5686940428,,,41.1365841,28.6230491
node,5686969979,BP-Artı Kurumsal Kart Ve Petrol,BP,41.1234795,28.6248907
node,5686970001,Shell,Shell,41.1525006,28.6170195
node,5686970042,,,41.1173181,28.6282691
node,5686970066,TotalEnergies,TotalEnergies,41.1174784,28.629389
node,5707236740,,,41.0222354,28.7011184
node,5707360358,BP,BP,41.0250023,28.6592596
node,5707508888,BP,BP,41.0047978,28.8923178
node,5707508889,,,41.0049447,28.8920028
node,5708413680,Türkiye Petrolleri,Türkiye Petrolleri,41.0834384,28.9487993
node,5708543081,,,41.1972545,28.4455672
node,5909868367,,,41.0298186,28.8635582
node,5940640333,,,40.96645,29.103328
node,5940682543,BP,BP,40.9670745,29.104211
node,5948284506,Shell,Shell,40.8811717,29.3451289
node,5954059533,Petrol Ofisi,Petrol Ofisi,41.0225451,29.0753284
node,5956671712,,,41.1245795,29.4808701
node,5959790503,Aytemiz,Aytemiz,41.1123996,29.0407526
node,5968860779,,,40.8390872,29.2954604
node,5992890598,,,41.0336295,28.8074676
node,5995243483,,,41.1582212,28.6135003
node,6000017192,Petrol Ofisi,Petrol Ofisi,40.9279097,29.1329757
node,6000889519,Shell,Shell,41.1177047,29.0644015
node,6011826010,,,41.3905203,28.4514292
node,6012596061,Shell,Shell,41.0322908,29.1736573
node,6029343474,İloil,,41.1813769,28.7448117
node,6029343475,Petrol Ofisi,Petrol Ofisi,41.1819955,28.7429251
node,6039017188,,,41.0598711,28.6992785
node,6068995091,,,41.0972265,28.9046329
node,6146383487,BP,BP,41.078851,29.0029586
node,6318139757,Total,TotalEnergies,40.9105568,29.2161373
node,6332664122,Alpet Ayar Petrol,Alpet,41.0265141,28.4656456
node,6380773887,BP,BP,41.0248356,29.2256803
node,6390459922,Shell,Shell,40.8999268,29.2199557
node,6437087001,Total,TotalEnergies,41.0578137,28.7127623
node,6490736043,,,41.0801433,28.2088456
node,6490736044,,,41.0809351,28.2055117
node,6507504085,133 imes petrol,,40.9567108,29.2138795
node,6512531400,BP,BP,40.9894463,29.0421754
node,6518087485,Türkiye Petrolleri,Türkiye Petrolleri,40.886222,29.236328
node,6528483391,Opet,Opet,41.1511698,28.7877841
node,6577151296,Opet,Opet,40.9110485,29.1818113
node,6594719428,Petrol Ofisi,Petrol Ofisi,41.1039881,28.8619681
node,6594719434,Petrol Ofisi,Petrol Ofisi,41.0948562,28.8632641
node,6594719435,Petrol Ofisi,Petrol Ofisi,41.0917254,28.8645145
node,6597112256,,,41.0955329,28.7908182
node,6642219171,Energy Petrol Selimpaşa,Energy,41.0498134,28.3909638
node,6696452665,,,41.0143136,28.8321043
node,6720423076,Aytemiz,Aytemiz,41.236291,28.9051683
node,6805146202,Total,TotalEnergies,41.0145892,29.0756042
node,6805337406,,,40.9894307,29.1953675
node,6822711738,,,41.1073107,28.2217768
node,6822711739,,,41.1037347,28.2194058
node,6842721097,,,41.0716227,28.9798973
node,6854402223,Petrol Ofisi,Petrol Ofisi,41.0319161,28.9058591
node,6854402224,Starpet,,41.0319758,28.9055397
node,6854402244,Petrol Ofisi,Petrol Ofisi,41.0283233,28.9168122
node,6862518820,Opet,Opet,41.0078954,29.1928866
node,6863696019,Petrol Ofisi,Petrol Ofisi,40.9274927,29.3469241
node,6973615085,,,40.9288418,29.4395912
node,7026502640,Petrol Ofisi,Petrol Ofisi,41.1556297,28.1699404
node,7026502641,Opet,Opet,41.1540912,28.1682492
node,7046396309,Opet,Opet,41.0144577,29.1904016
node,7046396315,Opet Ümraniye,Opet,40.9936151,29.1889906
node,7125660786,Opet,Opet,41.026754,29.2427586
node,7145762135,Petrol Ofisi,Petrol Ofisi,41.018544,29.0845768
node,7167510127,Petrol Ofisi,Petrol Ofisi,41.0603468,28.6987055
node,7498451381,Energy,Energy,40.993182,28.6303116
node,7501444291,Opet Beylikdüzü,Opet,41.0048016,28.6376236
node,7506071047,TotalEnergies,TotalEnergies,40.9894325,28.6573616
node,7518367166,Teco,,41.0306413,28.6825978
node,7523601250,,,41.0120959,28.6818702
node,7523622408,Shell,Shell,40.9775719,29.0971615
node,7562999678,,,41.0275668,29.026192
node,7621910819,Petrol Ofisi,Petrol Ofisi,40.9393933,29.3172635
node,7631483620,Opet,Opet,41.0489227,29.0545563
node,7656054264,Shell,Shell,41.0015329,29.0780713
node,7668596055,,,40.9816004,29.2215046
node,7740567851,Best,Best,40.9176914,29.1440382
node,7865342719,,,41.0863729,29.1364115
node,7874190976,Teco,Teco,41.316977,28.1749441
node,8403439423,Moil Milan Petrol,Moil,41.2236389,28.4551746
node,8403505436,Petrol Ofisi,Petrol Ofisi,41.1045077,28.4248468
node,8520542077,Shell,Shell,40.8806693,29.255162
node,8585585831,Türkiye Petrolleri,Türkiye Petrolleri,40.8731683,29.2652568
node,8585585832,Türkiye Petrolleri,Türkiye Petrolleri,40.8736907,29.26607
node,8653866315,Petrol Ofisi,Petrol Ofisi,41.1072326,28.112179
node,8739742042,TotalEnergies,TotalEnergies,41.0243095,28.6235887
node,8739798441,Shell Gürpınar Kavşak,Shell,41.01835,28.632575
node,8745873184,Class,Class,41.0023361,28.8860995
